Date,Open Price,High Price,Low Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,RSI,MACD,MACD_signal,MACD_hist,upper_band,middle_band,lower_band,Lag_1_Close,Lag_2_Close,Lag_1_Volume,Lag_2_Volume,Close Price,Daily_Return
2023-06-26,0.40513232494960616,0.39320251707397486,0.4144871502221369,0.4081364363262886,-0.41108300420372385,-0.46680125747445433,-0.4166239289469429,-0.4312793500862887,0.4502217077431865,-0.20101635353913805,0.20860977740648354,-1.1071976788094104,-1.3694335685957482,-1.774094919811053,1.030987004861471,0.6320527553472336,0.6583680707066994,0.6784435206801859,0.5942512513075728,0.7281130311081861,-0.14560409885257905,-0.24545001684330878,2336.9,-0.08041318248893259
2023-06-23,0.2491862708044393,0.3839162746309919,0.2732502230715663,0.365931139825209,-0.2506897093908517,-0.04437071550231898,-0.250559641884968,-0.12906940388422677,0.6727988618941644,2.4051467848003774,3.261606687700262,-1.1403873426015392,-1.5420346821527995,-1.7421443673386092,0.373298726217783,0.6522589566427456,0.6453560030492872,0.6277560199373521,0.4147193209115225,0.5936081929529192,-0.4110959351131071,-0.14562416717116222,2321.6,-0.006547135093500023
2023-06-22,0.36895248955316,0.33191331695028775,0.3010534672213329,0.300820751794298,-0.4216839155273093,-0.5046140113984798,-0.4291277114450001,-0.44316825162733325,1.015476298636872,0.7966211378657018,-1.9153366884932803,-1.4212033799829291,-1.8081275848339047,-1.7725285845269827,-0.39517716344243825,0.6886827999520734,0.6279903485434096,0.5493276430308839,0.4012774880998778,0.4140194070853677,-0.25070188554572503,-0.41111811081072974,2182.6,-0.05987250172294967
2023-06-21,0.29983804035946393,0.33726910328949633,0.3318768720774635,0.34696540948873195,-0.4067062629541957,-0.4818981405709869,-0.4131636923827482,-0.42825994652030913,0.21328473719537186,0.2956049527549012,0.946965337865225,-1.0984631269269185,-1.9156351979867154,-1.8194388789682325,-0.5989140503933585,0.6988359275212714,0.6112864746515079,0.5022563765659688,0.27915887628166886,0.4005733174167914,-0.4216968963208579,-0.25072278809287013,2256.15,0.033698341427655265
2023-06-20,0.29856626432734656,0.3000809416922483,0.29470224691236063,0.2949380528385578,-0.4229128917839703,-0.5170301395526374,-0.43042882773361507,-0.448479166828208,0.760915917056575,0.27450953443444637,0.25557896064177243,-1.1807513222465267,-2.0180180796087277,-1.8784925868622753,-0.7486205546032094,0.7054374112914167,0.591959824747694,0.45366086497778935,0.34377631440562056,0.278416032192472,-0.40671917326817186,-0.42171915616511096,2217.9,-0.01695365999601095
2023-06-19,0.2919881124370836,0.2983964605049167,0.3202403705323537,0.3035095223028243,-0.4099650322541161,-0.47921738562861194,-0.4172899462980546,-0.41653279874172777,1.169517965439308,-0.2651815842638546,0.06206592571238219,-1.2198432529481138,-2.0932055070562328,-1.9415433216664904,-0.7978967262727907,0.706050373092312,0.5711568950127024,0.4087556663908976,0.31017173237650913,0.34305393383454913,-0.4229258783606495,-0.40674131422462767,2200.1,-0.00802560981108269
2023-06-16,0.3305360825140243,0.30271564303653664,0.325037096360109,0.3077523063424225,-0.4014097717319406,-0.48330906422486847,-0.40857674906206265,-0.4035924977446725,0.9364973084542669,-0.2722133903706728,-0.5231700973993175,-1.156902913778096,-2.1132894604556474,-1.9962064570348867,-0.6944926714631382,0.6889609733574943,0.5472907399608442,0.3775232713634309,0.29453352165446495,0.3094387096631087,-0.4099779579027161,-0.42294814796012153,2212.9,0.005817917367392456
2023-06-15,0.3173359243875632,0.3839162746309919,0.33622945662487114,0.37313890039484315,-0.2820722127706208,-0.3100476395282144,-0.2825872355723959,-0.3304528381508996,-1.0216594729326334,1.1587591523668417,0.3786382207182294,-0.9908499172994665,-2.0682816425722437,-2.030474303958568,-0.4430553513653468,0.6645985810938516,0.525146542493178,0.35824187043434513,0.30577897655571024,0.29379554651927486,-0.40142265712248937,-0.41000012472623626,2245.85,0.014889963396448103
2023-06-14,0.29286519935578537,0.3048320424770303,0.3141556349915902,0.30204817500249764,-0.4137550364520771,-0.5199930792257886,-0.42113129265086846,-0.42022617631797066,1.4443126337606031,-0.013794515945101922,0.3194570498417653,-1.075689833568761,-2.041682309101489,-2.052296208946126,-0.2896192136517529,0.6582573393996579,0.5087281859899154,0.33058229648361803,0.3347272374147747,0.3050445627125936,-0.2820845366005324,-0.40144475603709834,2214.8,-0.01382550036734409
2023-06-13,0.2682190569402666,0.30077201089730765,0.28888399613980553,0.3104665848131251,-0.3300815755711517,-0.3196419203746089,-0.3363977016873088,-0.35582121989721005,-0.6580950305217989,0.4037189716472319,1.0672064469475646,-1.0117353979450552,-1.9837900645290858,-2.0575821873656452,-0.08576090231324025,0.6431687853098449,0.49086232272564784,0.30981943126407574,0.3074482237676139,0.3340019911164879,-0.4137679799351056,-0.2821056882519135,2226.5,0.005282644031063599
2023-06-12,0.2698855220857999,0.2768005478468169,0.23687505221108937,0.23958963148665688,-0.33575865298901797,-0.3163967959706814,-0.3461220038059838,-0.3323130064192263,-0.12417094813030405,0.9451680418722375,-0.6997742263640038,-1.267069771221526,-2.013830630813665,-2.068126844087454,-0.15059097241341154,0.6341135048122414,0.4705507484966852,0.2769809746618556,0.31772727238828313,0.30671433855378943,-0.3300941253162622,-0.41379017684246233,2134.35,-0.04138782843027178
2023-06-09,0.298785536057022,0.2768005478468169,0.2751156164490266,0.2704496897763514,-0.37133553339958486,-0.43209253558896826,-0.3796198105625113,-0.37458465634294025,0.11668233598028452,0.1883699096259229,-0.5447759216875504,-1.0355085762840817,-1.9688762219545402,-2.0671111370655124,-0.008072425202696788,0.6248765451746923,0.45453742828893273,0.2534834672848504,0.2367687826109596,0.3169966424179946,-0.33577122944846083,-0.3301156580505511,2175.55,0.019303300770726617
2023-06-08,0.2866378822330028,0.29995136621630003,0.27107393079786274,0.29180625502569474,-0.30240978759859133,-0.2897303389123201,-0.30979101645706253,-0.33538632790602696,-0.8186638865955247,0.7394877132478035,0.19827655709471997,-0.8921398390224313,-1.8823624877735683,-2.048109505436826,0.21366176085010785,0.6073248359171229,0.4378247011446703,0.23797922809091052,0.27296509057434265,0.23601251412000146,-0.37134827727133113,-0.33579280724556754,2201.25,0.011813104732136592
2023-06-07,0.2296710868633259,0.3107493225453499,0.2292358221891085,0.29379998485397435,-0.1831832329443248,0.016299001614587565,-0.19012720724648963,-0.2003758541700835,-0.7755844374050126,1.7872268231637232,1.2954766774710689,-0.9138772802742771,-1.7989897556302417,-2.015379513586705,0.3829078155343182,0.5812352327858196,0.41905359282650206,0.22783483054276368,0.29554385549324874,0.27222028499224604,-0.3024222071299869,-0.37137013746629205,2194.7,-0.0029755820556502943
2023-06-06,0.01210967667936306,0.21771413081425572,0.03563463808554359,0.17419879047260067,-0.1447281694294486,0.19351101254210995,-0.17015647658361605,-0.13750755849272323,-0.6450406519792193,3.725368381355505,4.452745174547188,-1.1686393824176602,-1.7980939817229462,-1.9890071882667557,0.30452919202257667,0.5708197435368602,0.4023408656822392,0.20419470127551137,0.28978934536800205,0.2948062003178934,-0.18319509143743043,-0.30244352021450727,2114.7,-0.036451451223401876
2023-06-05,0.0647787461474016,0.05224624802789502,0.02328751049187728,0.03498589977642479,-0.2888038311054929,-0.2672966528156035,-0.3168599044541308,-0.14734757904256737,1.3235596322417447,0.6023674941648476,-0.7514403279228216,-1.6846940907984085,-2.0092482297490895,-2.012303418639745,-0.3077950009111417,0.556934240668514,0.37074360800623735,0.15288094781967917,0.2195052522352199,0.28904986781271846,-0.14473984696653205,-0.1832154581398395,1897.75,-0.10259138412067903
2023-06-02,-0.007186235532074891,0.022357504909084967,0.007698151551672836,0.02254639277783142,-0.285188262247187,-0.3163967959706814,-0.31474673677883275,-0.23957418260699678,0.11341874134463988,0.30263675886171953,1.239113657588722,-1.5475111383549884,-2.1248669732271956,-2.055248646908377,-0.5500318972845231,0.5059751299965144,0.334932202206454,0.13487912638219351,0.028903577170756527,0.2187435166044771,-0.28881618661203606,-0.14475990842499353,1921.65,0.012593861151363406
2023-06-01,-0.059811450654178394,-0.02986141189820041,-0.04315602504813951,-0.026355921490289994,0.1775173339461384,-0.10772118756160047,0.06819087612741385,1.008868315044322,1.7269399292074457,0.24638231000717342,0.8145122411417104,-1.7156911000734911,-2.2789612955302205,-2.1220023653231777,-0.8435478715329092,0.446951381540393,0.29526077837732423,0.11786910403345849,0.04990094999417527,0.028081480421627725,-0.28520060074013304,-0.2888373916968422,1839.05,-0.04298389404938474
2023-05-31,-0.10274485532462788,-0.0360810347437332,-0.13793577427434003,-0.08278636975171506,0.5716936282922319,0.8962920845405088,0.36810594267334634,1.0139365996015022,-0.05824633649027854,1.995544079078214,0.7421796989593654,-1.8150103666732884,-2.429365751459428,-2.2070271004976125,-1.0687967324135639,0.3861859422174802,0.25506479934581183,0.10173007207057744,-0.022667376165422404,0.04908550284508991,0.17750717278321057,-0.2852217771257144,1786.25,-0.0287104755172507
2023-05-30,-0.2746100370442309,-0.16107817720881493,-0.28929912261683816,-0.19346905075832593,-0.2560972049201601,-0.22906062179541356,-0.31075101446990727,-0.09561333401475676,1.1173004512689908,2.447337621441287,3.143244345947334,-1.9353694053938388,-2.5916889272673367,-2.3091744984075446,-1.2798884481704598,0.3564141665362584,0.21862702594149544,0.05824187401414152,-0.06905487763305858,-0.023505804777419415,0.5716853219844976,0.17748966920609302,1718.1,-0.038152554233729985
2023-05-29,-0.40082284464540907,-0.39785576359222113,-0.38141402416095244,-0.384885552591331,-0.39586748525835325,-0.4708929360707108,-0.4203145588390116,-0.4064231885877783,0.3829916582489033,-0.5482117800632893,0.4669402852005725,-2.3122589715687027,-2.99638373480283,-2.4759774109079555,-2.076974959706723,0.39819177449254933,0.17855941906921627,-0.07453205115812041,-0.12892813947054743,-0.06990799657485867,-0.25610940652080805,0.5716709472522481,1431.75,-0.16666666666666663
2023-05-26,-0.4142422745015456,-0.4281764249641932,-0.39207341488929737,-0.4091063151962176,-0.43389438930316687,-0.5535730621881695,-0.4451713317352051,-0.4714751600583917,0.3732008743419684,-0.9542985827320436,0.13158031690060976,-2.346323545420937,-3.3137994208240515,-2.6761547503338643,-2.488421774430318,0.420084919431351,0.1377016594237277,-0.1863150988438445,-0.3805012653276994,-0.12980021951037937,-0.3958803445688486,-0.2561303519909165,1398.6,-0.02315348349921431
2023-05-25,-0.4301614020759818,-0.4299040979768412,-0.41161563122459643,-0.416860713461147,-0.40556450436736224,-0.4844378031479737,-0.4272597551723181,-0.415023096958738,0.7804974848704438,-0.6027082773911309,0.4133954163123431,-2.3496926534926805,-3.5269229740962027,-2.881104748765584,-2.547260098458655,0.43915736200374217,0.10285747144437088,-0.28210342726508136,-0.4096252364195961,-0.3814530153663782,-0.43390742755491635,-0.39590239949056694,1395.45,-0.0022522522522521182
2023-05-24,-0.4296351499247608,-0.4467921016754754,-0.4160570440280735,-0.4321180505695426,-0.43375959835888794,-0.5517388614381235,-0.4452088235533844,-0.4727152722372761,0.10036436280206036,-0.8584902245266448,0.07145976235943997,-2.3695305870825685,-3.6714622467752664,-3.0754533834524067,-2.4165643009158044,0.43879474129123414,0.06397841370154023,-0.364308277849669,-0.41239267258669926,-0.4105862096482933,-0.40557740930862357,-0.4339297843219899,1377.85,-0.012612418932960834
2023-05-23,-0.43182786722151517,-0.4384560793894488,-0.42209736544080223,-0.43311301177936,-0.43652677715614396,-0.553996339284334,-0.4469443860552126,-0.48091079620207783,-0.8819776225270344,-0.5693071983837441,0.025429962788856855,-2.3753961729371325,-3.7470030139310815,-3.246814347540511,-2.1331675592467487,0.4317422213178974,0.026573422476797236,-0.4357536798696017,-0.4278551730759115,-0.4133545222271177,-0.43377263597635857,-0.40559954120216624,1372.9,-0.00359255361614097
2023-05-22,-0.4481855382553022,-0.45007468039950654,-0.4256949098116186,-0.4392446036789214,-0.44007891498184804,-0.5682466681885376,-0.4491782090216406,-0.48223178526219385,0.26876584600133413,-0.7345546418939731,0.2931543072300036,-2.3809506017987387,-3.7670322068025284,-3.388114153217698,-1.7625674017464061,0.41735787734876245,-0.01023840083976633,-0.49757970090638853,-0.4322040013385022,-0.4288219194929309,-0.43653982779498607,-0.4337949916735049,1368.5,-0.003204894748342957
2023-05-19,-0.4219167850401857,-0.44463251040966545,-0.4257393239396536,-0.43916015231454963,-0.4290419153091248,-0.5315626531876174,-0.4423115945883454,-0.4650858864410956,0.133653028085638,-0.6229247199482333,-0.35877795607580637,-2.3873349774865824,-3.743717933397756,-3.4962522921288257,-1.3537435381253582,0.39281695620369883,-0.047827097050997885,-0.549477231379994,-0.43606962646080527,-0.4331721249739407,-0.4400919823358031,-0.4365622054571092,1363.75,-0.0034709535988308726
2023-05-18,-0.4031032706340337,-0.42588725822243473,-0.4081069151098495,-0.4192392176193842,-0.4339419625776183,-0.5500457530534656,-0.4452550715066386,-0.47427889194108697,-0.14179435916278635,-0.5904026167041988,-0.4179591269522704,-2.2418248646795553,-3.6618984044532437,-3.565560669665176,-0.8750422357840885,0.35379178735942807,-0.0860642939976638,-0.5862395717451148,-0.4402427444905642,-0.43703897429039407,-0.429054930726836,-0.44011438819365584,1382.05,0.013418881759853285
2023-05-17,-0.4126635180478823,-0.42467788711358107,-0.3986911199664782,-0.41555752130658863,-0.4178621958130474,-0.5087056899947363,-0.4350350554422852,-0.4521455854440403,-0.21163528436558582,-0.7521341571610187,0.17667073280648712,-2.0735818051613877,-3.532536515352624,-3.5938097023016233,-0.3688541681533206,0.30992042999581493,-0.12200849858286072,-0.6126042254921353,-0.42416525818644035,-0.44121341389338337,-0.4339550010532308,-0.42907724897652894,1402.8,0.015013928584349356
2023-05-16,-0.4044627553580213,-0.40269324802763545,-0.4054420674277633,-0.40172332125049165,-0.39411520298272695,-0.4169956524924357,-0.4196117520334966,-0.4084451106185682,0.19043957474585793,-0.17113117758516042,-0.2488700673052303,-2.100379206374672,-3.4040539903589324,-3.5893961407821853,0.03381702545393768,0.2560886111440532,-0.1590593597131682,-0.6299647695842635,-0.40593532153012496,-0.4251308360544982,-0.4178751586229253,-0.43397735819792577,1389.5,-0.00948103792415167
2023-05-15,-0.4302929651137871,-0.42031551275664497,-0.41685649833269944,-0.41656875349677,-0.3630815702822681,-0.3790418062030221,-0.4003260673772676,-0.33894491068021715,0.6538700130074244,-0.30385651785135503,0.6529382508123165,-1.9383987140193428,-3.2434393824208274,-3.5520968993709237,0.4392384659992769,0.2083745164534077,-0.19120994566172525,-0.6438869140446926,-0.41762005201345,-0.40689512620986057,-0.3941280540475973,-0.4178973881315943,1408.05,0.01335012594458429
2023-05-12,-0.4626136180679456,-0.4552576994374505,-0.44301641974517914,-0.4473392452585677,-0.40554071773013656,-0.464684871993632,-0.4278544519843032,-0.3960439888297236,1.7230236156446717,-0.49723118578885706,0.6294536591946721,-2.027782345418387,-3.120461856279561,-3.4964021162041856,0.6660224966974382,0.1460041106672542,-0.22687084617137368,-0.6485590759990684,-0.40132292791828617,-0.4185835570982307,-0.36309427531376304,-0.3941500950602616,1369.95,-0.027058698199637687
2023-05-11,-0.46765686785048055,-0.47197293583481964,-0.44545919678709156,-0.4598065980110564,-0.44043571454023345,-0.5669768369000442,-0.44943925062320933,-0.48198915461849906,0.7041293703963546,-0.7890511392218146,0.16164059417119464,-2.096983885293164,-3.020353903079839,-3.4307991092869234,0.7881731215103291,0.06721669584677524,-0.2650261505337018,-0.6398150946075138,-0.43479572727277355,-0.4022812719118198,-0.4055536225594663,-0.36311606999141477,1339.3,-0.02237307930946386
2023-05-10,-0.47120906987122246,-0.4856647444600551,-0.4546085071622544,-0.47031572522341686,-0.43597175562087775,-0.5590756644383076,-0.44675422916704277,-0.4784575308047194,-0.44008690886072416,-0.8866174489539178,0.15600429218295997,-2.1069633580107263,-2.9109936557325997,-3.3553242762868356,0.9098750283730579,-0.026914396272162956,-0.3030840691200601,-0.6133710871590528,-0.4617233204542708,-0.43576467167474464,-0.4404487835731619,-0.4055757542641983,1334.95,-0.003247965355036131
2023-05-09,-0.48068160859320125,-0.48017938264489757,-0.46056000031891353,-0.4720474640446376,-0.30426514530219567,-0.5098344289178416,-0.367070482474976,-0.443815266677186,-2.280101564437281,-0.6572047747189723,0.28563923791235735,-2.1164579022668693,-2.7951463238762613,-3.270588106390018,1.0240506987073463,-0.12132826545677522,-0.33777332518310144,-0.5794462587716115,-0.46554501801836573,-0.46270079248140217,-0.4359848036479834,-0.44047119226317505,1331.05,-0.0029214577324994107
2023-05-08,-0.4816464042037731,-0.4799202316930004,-0.46029351555070497,-0.4697381304891521,-0.42855825368553563,-0.544825335534104,-0.4422572604470028,-0.45308914905840897,1.5206807482346922,-0.6572047747189723,0.3466991761182329,-2.092544094323742,-2.6690241365730554,-3.176282631658879,1.1420230612587676,-0.1781961407676404,-0.3627638432847921,-0.5677171305645972,-0.468971367558589,-0.4665237003283502,-0.30427757356425295,-0.43600717690452384,1333.2,0.0016152661432704551
2023-05-05,-0.4676130135045455,-0.4909341471486313,-0.4782368232767523,-0.48987637333532946,-0.4295335058117892,-0.5451075202648802,-0.44300071430489113,-0.4555154554953568,1.4971828668580496,-0.5262373859794823,-0.4949885874581442,-2.1696749200894607,-2.5696055570224425,-3.079936008741143,1.1671867568520713,-0.25432300967334404,-0.3900871933835762,-0.5389884166381462,-0.4670824825556454,-0.46995113494975205,-0.42857126682730506,-0.30429890137600707,1304.4,-0.02160216021602157
2023-05-04,-0.45533379664272133,-0.4712818666297605,-0.4573177689723754,-0.470967210979175,-0.4342987621360037,-0.5655659132461627,-0.4457437690182875,-0.46656862926367487,1.4691159529915034,-0.5403009981931187,-0.30429370352287116,-1.8880193259213482,-2.435243057752244,-2.9746096885402724,1.2778903159746111,-0.326519569670921,-0.4126851200347374,-0.5046990271571155,-0.4923847560834469,-0.4680616517610305,-0.4295465235427526,-0.42859358123784735,1328.55,0.018514259429622815
2023-05-03,-0.45445670972401964,-0.4778038322525066,-0.44332731864142266,-0.45982665961608254,-0.4354722362391381,-0.568669945284702,-0.44640458887745643,-0.4689679767402122,1.5291660942873686,-0.9499037039152821,-0.08165977498760182,-1.7388487994943946,-2.2871980313438414,-2.8592229298139045,1.4019174759099284,-0.4057839825617264,-0.43237696659843794,-0.4561762514173877,-0.47116774546898843,-0.49337193819599734,-0.4343118022905897,-0.42956884569453313,1341.4,0.009672199013962768
2023-05-02,-0.45450056406995465,-0.46350733807284455,-0.4388414917099109,-0.4517362014400663,-0.4292163506487799,-0.5491991988611367,-0.4425172286926471,-0.4469425060848077,2.508897203907948,-0.7477392783442574,-0.03093305709348983,-1.7068298957453671,-2.1411000849078845,-2.7361971837801473,1.4960924860863036,-0.5048691694479178,-0.44893476182638475,-0.37839624794565624,-0.45987836300953516,-0.4721482084250096,-0.43548528191568103,-0.434334162267445,1344.05,0.001975547934993216
2023-04-28,-0.4956797949030007,-0.4820798229588104,-0.48365534689699424,-0.4713509312297301,-0.4162922777561514,-0.5072947663408548,-0.43484412055116345,-0.4251327071126874,1.501751899347952,-0.23881231136328612,0.8342392981005317,-1.7106587745696626,-2.0020139931953045,-2.6085344541595354,1.553258175582513,-0.5142368326698576,-0.4528567526222572,-0.37605058299708805,-0.4575502024245119,-0.4608552507621857,-0.4292293668873225,-0.435507651207197,1343.15,-0.0006696179457608142
2023-04-27,-0.4885753908615168,-0.509679399335862,-0.47956924711779547,-0.4999914472162606,-0.43947632017213034,-0.5706452384001363,-0.44894904392990825,-0.4771095827841928,1.98345846756913,-0.8813435943738042,-0.16526492114641608,-1.894748024264356,-1.9175860518221792,-2.4886537316225006,1.4573199881241319,-0.515402620728496,-0.45730772524669255,-0.38417983455860366,-0.45834089847225556,-0.45852635287841287,-0.41630523317854634,-0.4292516865216272,1298.05,-0.03357778356847718
2023-04-26,-0.4795852499448241,-0.5032438173637482,-0.4764602581553615,-0.4925923372223796,-0.43164258764580093,-0.5489170141303604,-0.44427488863942965,-0.46128467302321063,1.352279265035419,-0.8119045090689739,-0.23008239401111474,-1.8022216870569296,-1.821075346766172,-2.372458276061536,1.411887257186319,-0.518161547779775,-0.46131824856617387,-0.3895568160423155,-0.4979635559758616,-0.45931729932950544,-0.43948938469048593,-0.4163274502257099,1304.85,0.005238627171526566
2023-04-25,-0.4689286438825981,-0.48078406819932445,-0.4667335641157467,-0.47155436094624475,-0.3872725803408016,-0.37128172610667354,-0.41728082997642796,-0.42149324745726563,-0.6221954895297058,-0.5473328042999371,-0.24323376531699564,-1.6422648364817476,-1.7111923898728307,-2.2563995871627442,1.4102011695828587,-0.5201640881566431,-0.4640428369802366,-0.3930635212167956,-0.49198940805957514,-0.4989525048231516,-0.4316556153013627,-0.43951178576513455,1316.3,0.008774954975667715
2023-04-24,-0.4697180221094297,-0.48769476024991637,-0.4577619102527231,-0.4750278722799906,-0.42959693684439104,-0.4964306542059668,-0.4429267788113983,-0.4740362612973922,-0.9355005745516097,-0.865522030633463,0.02167242813003374,-1.4565762225099779,-1.5902010209812887,-2.138114825314814,1.4376446557679614,-0.522349130997965,-0.4659639927425489,-0.39465485827215485,-0.4819299972299457,-0.49297646497045117,-0.38728539920669314,-0.43167795419435767,1329.5,0.0100281090936718
2023-04-21,-0.48515475187858,-0.48341876954361257,-0.4700646237183545,-0.47490687977146023,-0.4251329779250353,-0.5133617380525454,-0.4402315064459668,-0.4604219862900736,-0.019083200862540443,-0.5350271436130051,0.4303043222770471,-1.3966976935664126,-1.4716272568440985,-2.0185574940270374,1.453333154141525,-0.5242762195928174,-0.46750667196643314,-0.39573601954845034,-0.47033312186303655,-0.48291386845377154,-0.42960995487383863,-0.38730738590481584,1333.65,0.003121474238435562
2023-04-20,-0.5254568957929243,-0.4884290212802917,-0.512791014887804,-0.4882875709941714,-0.3912211621202672,-0.44549631030084297,-0.4201300892964951,-0.4525499698501983,-1.5797341556278999,0.2085863521830252,0.8192091594652392,-1.545294972575275,-1.3879468016804681,-1.905318245273151,1.3754425302955209,-0.5254667199921556,-0.46995680955730823,-0.3995853085764109,-0.4666871345317734,-0.4713133205044117,-0.4251459749486601,-0.4296322775291143,1308.4,-0.018933003411689686
2023-04-19,-0.5098886029859687,-0.5304114754876378,-0.5093267129010918,-0.5249644036445061,-0.4302708915657858,-0.5341023157646042,-0.4436918114456064,-0.4598288891610419,1.1323129865929569,-0.7143381993368707,-0.29489986687581343,-1.761386911310134,-1.3501043206699723,-1.8067706599876978,1.1943206746132689,-0.5259263665589495,-0.4750562829171785,-0.40989768931894144,-0.4888705514268078,-0.4676661785354841,-0.3912339995667978,-0.4251682621704631,1266.85,-0.0317563436258026
