NIFTYBEINAV,Missing data,2024-09-06 08:01:59
JUNIORBINAV,No data fetched,2024-09-06 08:01:59
JUNIORBINAV,Missing data,2024-09-06 08:01:59
BANKBEEINAV,No data fetched,2024-09-06 08:02:00
BANKBEEINAV,Missing data,2024-09-06 08:02:00
KOTAKPSINAV,No data fetched,2024-09-06 08:02:02
KOTAKPSINAV,Missing data,2024-09-06 08:02:02
PSUBNKBINAV,No data fetched,2024-09-06 08:02:02
PSUBNKBINAV,Missing data,2024-09-06 08:02:02
SHARIABINAV,No data fetched,2024-09-06 08:02:03
SHARIABINAV,Missing data,2024-09-06 08:02:03
QNIFTYINAV,No data fetched,2024-09-06 08:02:03
QNIFTYINAV,Missing data,2024-09-06 08:02:03
MOM50INAV,No data fetched,2024-09-06 08:02:03
MOM50INAV,Missing data,2024-09-06 08:02:03
KOTAKBKINAV,No data fetched,2024-09-06 08:02:03
KOTAKBKINAV,Missing data,2024-09-06 08:02:03
SETFNIFINAV,No data fetched,2024-09-06 08:02:04
SETFNIFINAV,Missing data,2024-09-06 08:02:04
SETFN50INAV,No data fetched,2024-09-06 08:02:04
SETFN50INAV,Missing data,2024-09-06 08:02:04
MOHEALTINAV,No data fetched,2024-09-06 08:02:04
MOHEALTINAV,Missing data,2024-09-06 08:02:04
ICMOM30INAV,No data fetched,2024-09-06 08:02:04
ICMOM30INAV,Missing data,2024-09-06 08:02:04
HDFF100INAV,No data fetched,2024-09-06 08:02:05
HDFF100INAV,Missing data,2024-09-06 08:02:05
HDFNX50INAV,No data fetched,2024-09-06 08:02:05
HDFNX50INAV,Missing data,2024-09-06 08:02:05
ICICINFNAV,No data fetched,2024-09-06 08:02:05
ICICINFNAV,Missing data,2024-09-06 08:02:05
DSPSILINAV,No data fetched,2024-09-06 08:02:06
DSPSILINAV,Missing data,2024-09-06 08:02:06
NIFQTYINAV,No data fetched,2024-09-06 08:02:06
NIFQTYINAV,Missing data,2024-09-06 08:02:06
MOM30INAV,No data fetched,2024-09-06 08:02:06
MOM30INAV,Missing data,2024-09-06 08:02:06
MOQUALTINAV,No data fetched,2024-09-06 08:02:06
MOQUALTINAV,Missing data,2024-09-06 08:02:06
MOVALUEINAV,No data fetched,2024-09-06 08:02:07
MOVALUEINAV,Missing data,2024-09-06 08:02:07
HDFCSIINAV,No data fetched,2024-09-06 08:02:07
HDFCSIINAV,Missing data,2024-09-06 08:02:07
HDFQUALINAV,No data fetched,2024-09-06 08:02:07
HDFQUALINAV,Missing data,2024-09-06 08:02:07
HDFGROWINAV,No data fetched,2024-09-06 08:02:07
HDFGROWINAV,Missing data,2024-09-06 08:02:07
HDFVALUINAV,No data fetched,2024-09-06 08:02:07
HDFVALUINAV,Missing data,2024-09-06 08:02:07
HDFMOMEINAV,No data fetched,2024-09-06 08:02:08
HDFMOMEINAV,Missing data,2024-09-06 08:02:08
HDFCLOLINAV,No data fetched,2024-09-06 08:02:08
HDFCLOLINAV,Missing data,2024-09-06 08:02:08
HDFCBANINAV,No data fetched,2024-09-06 08:02:08
HDFCBANINAV,Missing data,2024-09-06 08:02:08
HDFCNITINAV,No data fetched,2024-09-06 08:02:08
HDFCNITINAV,Missing data,2024-09-06 08:02:08
ICICINAV,No data fetched,2024-09-06 08:02:09
ICICINAV,Missing data,2024-09-06 08:02:09
EBBEINAV,No data fetched,2024-09-06 08:02:09
EBBEINAV,Missing data,2024-09-06 08:02:09
ICIC01INAV,No data fetched,2024-09-06 08:02:09
ICIC01INAV,Missing data,2024-09-06 08:02:09
ICIC02INAV,No data fetched,2024-09-06 08:02:09
ICIC02INAV,Missing data,2024-09-06 08:02:09
DSPBINAV,No data fetched,2024-09-06 08:02:10
DSPBINAV,Missing data,2024-09-06 08:02:10
HDFCINAV,No data fetched,2024-09-06 08:02:10
HDFCINAV,Missing data,2024-09-06 08:02:10
HDFC01INAV,No data fetched,2024-09-06 08:02:10
HDFC01INAV,Missing data,2024-09-06 08:02:10
HDFC02INAV,No data fetched,2024-09-06 08:02:10
HDFC02INAV,Missing data,2024-09-06 08:02:10
MAGOINAV,No data fetched,2024-09-06 08:02:11
MAGOINAV,Missing data,2024-09-06 08:02:11
PSUBINAV,No data fetched,2024-09-06 08:02:11
PSUBINAV,Missing data,2024-09-06 08:02:11
ABSLINAV,No data fetched,2024-09-06 08:02:11
ABSLINAV,Missing data,2024-09-06 08:02:11
AXISINAV,No data fetched,2024-09-06 08:02:11
AXISINAV,Missing data,2024-09-06 08:02:11
MANVINAV,No data fetched,2024-09-06 08:02:12
MANVINAV,Missing data,2024-09-06 08:02:12
MAGSINAV,No data fetched,2024-09-06 08:02:12
MAGSINAV,Missing data,2024-09-06 08:02:12
SILVINAV,No data fetched,2024-09-06 08:02:12
SILVINAV,Missing data,2024-09-06 08:02:12
DSPGINAV,No data fetched,2024-09-06 08:02:12
DSPGINAV,Missing data,2024-09-06 08:02:12
MASIINAV,No data fetched,2024-09-06 08:02:13
MASIINAV,Missing data,2024-09-06 08:02:13
DSPIINAV,No data fetched,2024-09-06 08:02:13
DSPIINAV,Missing data,2024-09-06 08:02:13
BANKINAV,No data fetched,2024-09-06 08:02:13
BANKINAV,Missing data,2024-09-06 08:02:13
LIQUINAV,No data fetched,2024-09-06 08:02:13
LIQUINAV,Missing data,2024-09-06 08:02:13
DSPPINAV,No data fetched,2024-09-06 08:02:14
DSPPINAV,Missing data,2024-09-06 08:02:14
DSPSINAV,No data fetched,2024-09-06 08:02:14
DSPSINAV,Missing data,2024-09-06 08:02:14
DSPP01INAV,No data fetched,2024-09-06 08:02:14
DSPP01INAV,Missing data,2024-09-06 08:02:14
ICIC03INAV,No data fetched,2024-09-06 08:02:14
ICIC03INAV,Missing data,2024-09-06 08:02:14
HDFC03INAV,No data fetched,2024-09-06 08:02:15
HDFC03INAV,Missing data,2024-09-06 08:02:15
NIFMINAV,No data fetched,2024-09-06 08:02:15
NIFMINAV,Missing data,2024-09-06 08:02:15
NAVIINAV,No data fetched,2024-09-06 08:02:15
NAVIINAV,Missing data,2024-09-06 08:02:15
SENSINAV,No data fetched,2024-09-06 08:02:15
SENSINAV,Missing data,2024-09-06 08:02:15
ALPHINAV,No data fetched,2024-09-06 08:02:16
ALPHINAV,Missing data,2024-09-06 08:02:16
ITETINAV,No data fetched,2024-09-06 08:02:16
ITETINAV,Missing data,2024-09-06 08:02:16
LIQU01INAV,No data fetched,2024-09-06 08:02:16
LIQU01INAV,Missing data,2024-09-06 08:02:16
BBNPINAV,No data fetched,2024-09-06 08:02:17
BBNPINAV,Missing data,2024-09-06 08:02:17
LIQU02INAV,No data fetched,2024-09-06 08:02:17
LIQU02INAV,Missing data,2024-09-06 08:02:17
BANK01INAV,No data fetched,2024-09-06 08:02:17
BANK01INAV,Missing data,2024-09-06 08:02:17
NIFTINAV,No data fetched,2024-09-06 08:02:17
NIFTINAV,Missing data,2024-09-06 08:02:17
NIFIINAV,No data fetched,2024-09-06 08:02:18
NIFIINAV,Missing data,2024-09-06 08:02:18
NIF1INAV,No data fetched,2024-09-06 08:02:18
NIF1INAV,Missing data,2024-09-06 08:02:18
NIF5INAV,No data fetched,2024-09-06 08:02:18
NIF5INAV,Missing data,2024-09-06 08:02:18
HEALINAV,No data fetched,2024-09-06 08:02:18
HEALINAV,Missing data,2024-09-06 08:02:18
HDFC04INAV,No data fetched,2024-09-06 08:02:19
HDFC04INAV,Missing data,2024-09-06 08:02:19
LICNINAV,No data fetched,2024-09-06 08:02:19
LICNINAV,Missing data,2024-09-06 08:02:19
SMALINAV,No data fetched,2024-09-06 08:02:19
SMALINAV,Missing data,2024-09-06 08:02:19
GOLDINAV,No data fetched,2024-09-06 08:02:19
GOLDINAV,Missing data,2024-09-06 08:02:19
LIQU03INAV,No data fetched,2024-09-06 08:02:20
LIQU03INAV,Missing data,2024-09-06 08:02:20
MIDSINAV,No data fetched,2024-09-06 08:02:20
MIDSINAV,Missing data,2024-09-06 08:02:20
LIQU04INAV,No data fetched,2024-09-06 08:02:20
LIQU04INAV,Missing data,2024-09-06 08:02:20
TOP1INAV,No data fetched,2024-09-06 08:02:20
TOP1INAV,Missing data,2024-09-06 08:02:20
MID1INAV,No data fetched,2024-09-06 08:02:21
MID1INAV,Missing data,2024-09-06 08:02:21
BBNP01INAV,No data fetched,2024-09-06 08:02:21
BBNP01INAV,Missing data,2024-09-06 08:02:21
SBISINAV,No data fetched,2024-09-06 08:02:21
SBISINAV,Missing data,2024-09-06 08:02:21
LIQU05INAV,No data fetched,2024-09-06 08:02:21
LIQU05INAV,Missing data,2024-09-06 08:02:21
ABGSINAV,No data fetched,2024-09-06 08:02:22
ABGSINAV,Missing data,2024-09-06 08:02:22
EVININAV,No data fetched,2024-09-06 08:02:22
EVININAV,Missing data,2024-09-06 08:02:22
SBININAV,No data fetched,2024-09-06 08:02:22
SBININAV,Missing data,2024-09-06 08:02:22
OILIINAV,No data fetched,2024-09-06 08:02:23
OILIINAV,Missing data,2024-09-06 08:02:23
ABSL01INAV,No data fetched,2024-09-06 08:02:23
ABSL01INAV,Missing data,2024-09-06 08:02:23
GSECINAV,No data fetched,2024-09-06 08:02:23
GSECINAV,Missing data,2024-09-06 08:02:23
METAINAV,No data fetched,2024-09-06 08:02:23
METAINAV,Missing data,2024-09-06 08:02:23
BEPL,No data fetched,2024-09-06 08:02:37
BEPL,Missing data,2024-09-06 08:02:37
BIHSPONG,No data fetched,2024-09-06 08:02:37
BIHSPONG,Missing data,2024-09-06 08:02:37
BINANIIND,No data fetched,2024-09-06 08:02:37
BINANIIND,Missing data,2024-09-06 08:02:37
BIRLACABLE,No data fetched,2024-09-06 08:02:37
BIRLACABLE,Missing data,2024-09-06 08:02:37
BLUESTARCO,No data fetched,2024-09-06 08:02:37
BLUESTARCO,Missing data,2024-09-06 08:02:37
DISAQ,No data fetched,2024-09-06 08:02:37
DISAQ,Missing data,2024-09-06 08:02:37
QUESTCAP,No data fetched,2024-09-06 08:02:37
QUESTCAP,Missing data,2024-09-06 08:02:37
BPL,No data fetched,2024-09-06 08:02:37
BPL,Missing data,2024-09-06 08:02:37
OAL,No data fetched,2024-09-06 08:02:37
OAL,Missing data,2024-09-06 08:02:37
CENTEXT,No data fetched,2024-09-06 08:02:37
CENTEXT,Missing data,2024-09-06 08:02:37
CESC,No data fetched,2024-09-06 08:02:37
CESC,Missing data,2024-09-06 08:02:37
CHAMBLFERT,No data fetched,2024-09-06 08:02:37
CHAMBLFERT,Missing data,2024-09-06 08:02:37
EXIDEIND,No data fetched,2024-09-06 08:02:37
EXIDEIND,Missing data,2024-09-06 08:02:37
CIPLA,No data fetched,2024-09-06 08:02:37
CIPLA,Missing data,2024-09-06 08:02:37
DICIND,No data fetched,2024-09-06 08:02:37
DICIND,Missing data,2024-09-06 08:02:37
CRISIL,No data fetched,2024-09-06 08:02:37
CRISIL,Missing data,2024-09-06 08:02:37
CGPOWER,No data fetched,2024-09-06 08:02:37
CGPOWER,Missing data,2024-09-06 08:02:37
DABUR,No data fetched,2024-09-06 08:02:38
DABUR,Missing data,2024-09-06 08:02:38
DALMIASUG,No data fetched,2024-09-06 08:02:38
DALMIASUG,Missing data,2024-09-06 08:02:38
ARVIND,No data fetched,2024-09-06 08:02:38
ARVIND,Missing data,2024-09-06 08:02:38
BHEL,No data fetched,2024-09-06 08:02:38
BHEL,Missing data,2024-09-06 08:02:38
HINDPETRO,No data fetched,2024-09-06 08:02:38
HINDPETRO,Missing data,2024-09-06 08:02:38
IFCI,No data fetched,2024-09-06 08:02:38
IFCI,Missing data,2024-09-06 08:02:38
MTNL,No data fetched,2024-09-06 08:02:38
MTNL,Missing data,2024-09-06 08:02:38
MRPL,No data fetched,2024-09-06 08:02:38
MRPL,Missing data,2024-09-06 08:02:38
CHENNPETRO,No data fetched,2024-09-06 08:02:38
CHENNPETRO,Missing data,2024-09-06 08:02:38
SBIN,No data fetched,2024-09-06 08:02:38
SBIN,Missing data,2024-09-06 08:02:38
SAIL,No data fetched,2024-09-06 08:02:38
SAIL,Missing data,2024-09-06 08:02:38
TITAN,No data fetched,2024-09-06 08:02:38
TITAN,Missing data,2024-09-06 08:02:38
IDBI,No data fetched,2024-09-06 08:02:38
IDBI,Missing data,2024-09-06 08:02:38
DCW,No data fetched,2024-09-06 08:02:38
DCW,Missing data,2024-09-06 08:02:38
DHAMPURSUG,No data fetched,2024-09-06 08:02:38
DHAMPURSUG,Missing data,2024-09-06 08:02:38
DIAMINESQ,No data fetched,2024-09-06 08:02:38
DIAMINESQ,Missing data,2024-09-06 08:02:38
ELANTAS,No data fetched,2024-09-06 08:02:38
ELANTAS,Missing data,2024-09-06 08:02:38
DRREDDY,No data fetched,2024-09-06 08:02:39
DRREDDY,Missing data,2024-09-06 08:02:39
EIDPARRY,No data fetched,2024-09-06 08:02:39
EIDPARRY,Missing data,2024-09-06 08:02:39
PGHL,No data fetched,2024-09-06 08:02:39
PGHL,Missing data,2024-09-06 08:02:39
ELECTCAST,No data fetched,2024-09-06 08:02:39
ELECTCAST,Missing data,2024-09-06 08:02:39
ESABINDIA,No data fetched,2024-09-06 08:02:39
ESABINDIA,Missing data,2024-09-06 08:02:39
EPL,No data fetched,2024-09-06 08:02:39
EPL,Missing data,2024-09-06 08:02:39
ESTER,No data fetched,2024-09-06 08:02:39
ESTER,Missing data,2024-09-06 08:02:39
FGP,No data fetched,2024-09-06 08:02:39
FGP,Missing data,2024-09-06 08:02:39
PHCAP,No data fetched,2024-09-06 08:02:39
PHCAP,Missing data,2024-09-06 08:02:39
FINCABLES,No data fetched,2024-09-06 08:02:39
FINCABLES,Missing data,2024-09-06 08:02:39
COCKERILL,No data fetched,2024-09-06 08:02:39
COCKERILL,Missing data,2024-09-06 08:02:39
UFLEX,No data fetched,2024-09-06 08:02:39
UFLEX,Missing data,2024-09-06 08:02:39
FOSECOIND,No data fetched,2024-09-06 08:02:39
FOSECOIND,Missing data,2024-09-06 08:02:39
GOLDENTOBC,No data fetched,2024-09-06 08:02:39
GOLDENTOBC,Missing data,2024-09-06 08:02:39
GANESHBE,No data fetched,2024-09-06 08:02:39
GANESHBE,Missing data,2024-09-06 08:02:39
METROGLOBL,No data fetched,2024-09-06 08:02:39
METROGLOBL,Missing data,2024-09-06 08:02:39
GTL,No data fetched,2024-09-06 08:02:39
GTL,Missing data,2024-09-06 08:02:39
GODFRYPHLP,No data fetched,2024-09-06 08:02:40
GODFRYPHLP,Missing data,2024-09-06 08:02:40
GODREJIND,No data fetched,2024-09-06 08:02:40
GODREJIND,Missing data,2024-09-06 08:02:40
KANSAINER,No data fetched,2024-09-06 08:02:40
KANSAINER,Missing data,2024-09-06 08:02:40
GOODRICKE,No data fetched,2024-09-06 08:02:40
GOODRICKE,Missing data,2024-09-06 08:02:40
GOODYEAR,No data fetched,2024-09-06 08:02:40
GOODYEAR,Missing data,2024-09-06 08:02:40
GTNINDS,No data fetched,2024-09-06 08:02:40
GTNINDS,Missing data,2024-09-06 08:02:40
GHCL,No data fetched,2024-09-06 08:02:40
GHCL,Missing data,2024-09-06 08:02:40
GFLLIMITED,No data fetched,2024-09-06 08:02:40
GFLLIMITED,Missing data,2024-09-06 08:02:40
GLFL,No data fetched,2024-09-06 08:02:40
GLFL,Missing data,2024-09-06 08:02:40
HCL-INSYS,No data fetched,2024-09-06 08:02:40
HCL-INSYS,Missing data,2024-09-06 08:02:40
HDFCBANK,No data fetched,2024-09-06 08:02:40
HDFCBANK,Missing data,2024-09-06 08:02:40
HEROMOTOCO,No data fetched,2024-09-06 08:02:41
HEROMOTOCO,Missing data,2024-09-06 08:02:41
HFCL,No data fetched,2024-09-06 08:02:41
HFCL,Missing data,2024-09-06 08:02:41
HSCL,No data fetched,2024-09-06 08:02:41
HSCL,Missing data,2024-09-06 08:02:41
HCC,No data fetched,2024-09-06 08:02:41
HCC,Missing data,2024-09-06 08:02:41
HINDOILEXP,No data fetched,2024-09-06 08:02:41
HINDOILEXP,Missing data,2024-09-06 08:02:41
AGI,No data fetched,2024-09-06 08:02:41
AGI,Missing data,2024-09-06 08:02:41
HINDZINC,No data fetched,2024-09-06 08:02:41
HINDZINC,Missing data,2024-09-06 08:02:41
NDLVENTURE,No data fetched,2024-09-06 08:02:41
NDLVENTURE,Missing data,2024-09-06 08:02:41
HMT,No data fetched,2024-09-06 08:02:41
HMT,Missing data,2024-09-06 08:02:41
PRAGBOS,No data fetched,2024-09-06 08:02:41
PRAGBOS,Missing data,2024-09-06 08:02:41
HLVLTD,No data fetched,2024-09-06 08:02:41
HLVLTD,Missing data,2024-09-06 08:02:41
IGPL,No data fetched,2024-09-06 08:02:41
IGPL,Missing data,2024-09-06 08:02:41
INDIAGLYCO,No data fetched,2024-09-06 08:02:41
INDIAGLYCO,Missing data,2024-09-06 08:02:41
INDLEASE,No data fetched,2024-09-06 08:02:41
INDLEASE,Missing data,2024-09-06 08:02:41
MARGOFIN,No data fetched,2024-09-06 08:02:41
MARGOFIN,Missing data,2024-09-06 08:02:41
INDORAMA,No data fetched,2024-09-06 08:02:41
INDORAMA,Missing data,2024-09-06 08:02:41
INFY,No data fetched,2024-09-06 08:02:41
INFY,Missing data,2024-09-06 08:02:41
INGERRAND,No data fetched,2024-09-06 08:02:41
INGERRAND,Missing data,2024-09-06 08:02:41
ITHL,No data fetched,2024-09-06 08:02:42
ITHL,Missing data,2024-09-06 08:02:42
IONEXCHANG,No data fetched,2024-09-06 08:02:42
IONEXCHANG,Missing data,2024-09-06 08:02:42
ATFL,No data fetched,2024-09-06 08:02:42
ATFL,Missing data,2024-09-06 08:02:42
JISLJALEQS,No data fetched,2024-09-06 08:02:42
JISLJALEQS,Missing data,2024-09-06 08:02:42
